asset_name,asset_id,asset_type,asset_link,asset_parent_id,publication_date,asset parent id,Parent asset type,Asset Agency,Parent Agency,FoundationalorNot,Vparent,All_Asset,asset_cnt,Sparent
Capt Johnston Blakely Elementary,sruu-79x3,file,https://data.wa.gov/Health/Capt-Johnston-Blakely-Elementary/sruu-79x3,,01/08/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1895,0
After School Program (Braves Club),x2yi-4z36,file,https://data.wa.gov/Health/After-School-Program-Braves-Club-/x2yi-4z36,,01/08/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1896,0
Central Elementary,ikv7-33pt,file,https://data.wa.gov/Health/Central-Elementary/ikv7-33pt,,01/08/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1897,0
Capt. Wilkes Elementary School,38qi-dsdr,file,https://data.wa.gov/Health/Capt-Wilkes-Elementary-School/38qi-dsdr,,01/08/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1898,0
Gess Elementary,kcsj-kre2,file,https://data.wa.gov/Health/Gess-Elementary/kcsj-kre2,,01/09/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1899,0
Commodore Options School,fxkg-3zcr,file,https://data.wa.gov/Health/Commodore-Options-School/fxkg-3zcr,,01/09/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1900,0
ES 24,vsi2-a96i,file,https://data.wa.gov/Health/ES-24/vsi2-a96i,,01/09/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1901,0
Glenwood Elementary,6pij-k7cr,file,https://data.wa.gov/Health/Glenwood-Elementary/6pij-k7cr,,01/09/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1902,0
South Whidbey Elementary School North Campus,9xhc-fm6s,file,https://data.wa.gov/Health/South-Whidbey-Elementary-School-North-Campus/9xhc-fm6s,,01/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1903,0
Uptown Square - ECEAP,a6ga-ggfp,file,https://data.wa.gov/Health/Uptown-Square-ECEAP/a6ga-ggfp,,01/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1904,0
State Street High School,5cv6-92wf,file,https://data.wa.gov/Health/State-Street-High-School/5cv6-92wf,,01/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1905,0
Republic Junior High School,xkea-niae,file,https://data.wa.gov/Health/Republic-Junior-High-School/xkea-niae,,01/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1906,0
La Conner Cooperative Preschool,4qix-7v3e,file,https://data.wa.gov/Health/La-Conner-Cooperative-Preschool/4qix-7v3e,,01/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1907,0
Republic High School,g6n3-w7wf,file,https://data.wa.gov/Health/Republic-High-School/g6n3-w7wf,,01/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1908,0
Skyline Elementary,x69e-u77f,file,https://data.wa.gov/Health/Skyline-Elementary/x69e-u77f,,01/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1909,0
La Conner High School,kyid-k8uc,file,https://data.wa.gov/Health/La-Conner-High-School/kyid-k8uc,,01/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1910,0
WQI Example 1-14-2020,whwr-9g8d,dataset,https://data.wa.gov/dataset/WQI-Example-1-14-2020/whwr-9g8d,,01/14/2020 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,1911,0
WQI score example 3,trbk-6ezf,dataset,https://data.wa.gov/dataset/WQI-score-example-3/trbk-6ezf,,01/14/2020 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,1912,0
WQI Example 1-14-2020 (2),4dnt-bvg3,dataset,https://data.wa.gov/dataset/WQI-Example-1-14-2020-2-/4dnt-bvg3,,01/14/2020 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,1913,0
WQI Example Visual,6mb5-yc25,chart,https://data.wa.gov/dataset/WQI-Example-Visual/6mb5-yc25,whwr-9g8d,01/14/2020 12:00:00 AM,whwr-9g8d,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,1914,0
WQI Scores Over Time,mceu-zqex,chart,https://data.wa.gov/dataset/WQI-Scores-Over-Time/mceu-zqex,trbk-6ezf,01/15/2020 12:00:00 AM,trbk-6ezf,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,1915,0
Department of Health Contracts Started or Amended During State Fiscal Year 2019,un75-jhzj,dataset,https://data.wa.gov/Procurements-and-Contracts/Department-of-Health-Contracts-Started-or-Amended-/un75-jhzj,,01/23/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Foundational,0,1,1916,0
Report Card Discipline for 2018-19,t29s-ahtk,dataset,https://data.wa.gov/Education/Report-Card-Discipline-for-2018-19/t29s-ahtk,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1917,0
State Agency Amazon Spend Fiscal Year 22,agvw-ch2s,dataset,https://data.wa.gov/Procurements-and-Contracts/State-Agency-Amazon-Spend-Fiscal-Year-22/agvw-ch2s,,01/24/2020 12:00:00 AM,,,"Enterprise Services, Department of (DES)",,Foundational,0,1,1918,0
Report Card Discipline for 2015-16,eem2-bfzj,dataset,https://data.wa.gov/Education/Report-Card-Discipline-for-2015-16/eem2-bfzj,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1919,0
Report Card Graduation 2017-18,384s-ygbu,dataset,https://data.wa.gov/Education/Report-Card-Graduation-2017-18/384s-ygbu,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1920,0
Report Card Graduation 2015-16,fdkr-wxze,dataset,https://data.wa.gov/Education/Report-Card-Graduation-2015-16/fdkr-wxze,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1921,0
Report Card Graduation 2016-17,ef3e-qpb8,dataset,https://data.wa.gov/Education/Report-Card-Graduation-2016-17/ef3e-qpb8,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1922,0
Report Card Discipline for 2014-15,eeja-nwmh,dataset,https://data.wa.gov/Education/Report-Card-Discipline-for-2014-15/eeja-nwmh,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1923,0
Report Card Discipline for 2017-18,rwqe-ktra,dataset,https://data.wa.gov/Education/Report-Card-Discipline-for-2017-18/rwqe-ktra,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1924,0
Report Card Graduation 2014-15,d5dm-bwe8,dataset,https://data.wa.gov/Education/Report-Card-Graduation-2014-15/d5dm-bwe8,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1925,0
Report Card Discipline for 2016-17,u9rf-b5xv,dataset,https://data.wa.gov/Education/Report-Card-Discipline-for-2016-17/u9rf-b5xv,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1926,0
Report Card Discipline for 2014-15 to Current Year,fwbr-3ker,dataset,https://data.wa.gov/Education/Report-Card-Discipline-for-2014-15-to-Current-Year/fwbr-3ker,,01/24/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1927,0
Thunder Mountain Middle School,m9pw-8iq4,file,https://data.wa.gov/dataset/Thunder-Mountain-Middle-School/m9pw-8iq4,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1928,0
Pe Ell School,bsuy-g8bx,file,https://data.wa.gov/dataset/Pe-Ell-School/bsuy-g8bx,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1929,0
Sacajawea Middle School,8bxj-n7bb,file,https://data.wa.gov/dataset/Sacajawea-Middle-School/8bxj-n7bb,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1930,0
McCleary School,tzpn-eqzt,file,https://data.wa.gov/dataset/McCleary-School/tzpn-eqzt,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1931,0
Lakota Middle School,ybui-vk65,file,https://data.wa.gov/dataset/Lakota-Middle-School/ybui-vk65,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1932,0
Pomeroy Junior Senior High School,drt7-mf6f,file,https://data.wa.gov/dataset/Pomeroy-Junior-Senior-High-School/drt7-mf6f,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1933,0
J J Smith Elementary and Birth to Five Center,fgyp-8ari,file,https://data.wa.gov/dataset/J-J-Smith-Elementary-and-Birth-to-Five-Center/fgyp-8ari,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1934,0
Evergreen Elementary,yviq-yqm5,file,https://data.wa.gov/dataset/Evergreen-Elementary/yviq-yqm5,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1935,0
Westwood Elementary School,wtz4-jqqx,file,https://data.wa.gov/dataset/Westwood-Elementary-School/wtz4-jqqx,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1936,0
La Conner Middle School,8qjg-ymyk,file,https://data.wa.gov/dataset/La-Conner-Middle-School/8qjg-ymyk,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1937,0
Good Beginnings Early Learning Center,69c7-56yy,file,https://data.wa.gov/dataset/Good-Beginnings-Early-Learning-Center/69c7-56yy,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1938,0
Concrete Elementary,9vps-urbr,file,https://data.wa.gov/dataset/Concrete-Elementary/9vps-urbr,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1939,0
Samish Elementary School,jkwc-bfhi,file,https://data.wa.gov/dataset/Samish-Elementary-School/jkwc-bfhi,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1940,0
Evaline Elementary School,526x-m8qu,file,https://data.wa.gov/dataset/Evaline-Elementary-School/526x-m8qu,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1941,0
Liberty Elementary Junior High,j7s8-qcri,file,https://data.wa.gov/dataset/Liberty-Elementary-Junior-High/j7s8-qcri,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1942,0
Chambers Prairie Elementary School,ewe9-rbvx,file,https://data.wa.gov/dataset/Chambers-Prairie-Elementary-School/ewe9-rbvx,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1943,0
Enumclaw Middle School,i22a-pr9n,file,https://data.wa.gov/dataset/Enumclaw-Middle-School/i22a-pr9n,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1944,0
Pleasant Glade Elementary,p2du-a442,file,https://data.wa.gov/dataset/Pleasant-Glade-Elementary/p2du-a442,,01/30/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1945,0
Washington School Improvement Framework (WSIF) 2018 Run,52db-bekd,dataset,https://data.wa.gov/Education/Washington-School-Improvement-Framework-WSIF-2018-/52db-bekd,,02/03/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1946,0
Washington School Improvement Framework (WSIF) 2017 Run,93km-ba4a,dataset,https://data.wa.gov/Education/Washington-School-Improvement-Framework-WSIF-2017-/93km-ba4a,,02/03/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1947,0
Todd Beamer High School Part 2,33ez-pryb,file,https://data.wa.gov/Health/Todd-Beamer-High-School-Part-2/33ez-pryb,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1948,0
Seqouyah,9ax3-9gaq,file,https://data.wa.gov/Health/Seqouyah/9ax3-9gaq,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1949,0
Republic Elementary,kvpz-3x8g,file,https://data.wa.gov/Health/Republic-Elementary/kvpz-3x8g,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1950,0
Decatur High School Part 2,bzcp-ihez,file,https://data.wa.gov/Health/Decatur-High-School-Part-2/bzcp-ihez,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1951,0
Decatur High School Part 1,m2h8-fmyy,file,https://data.wa.gov/Health/Decatur-High-School-Part-1/m2h8-fmyy,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1952,0
Jenkins Junior Senior High School,u3cu-cezh,file,https://data.wa.gov/Health/Jenkins-Junior-Senior-High-School/u3cu-cezh,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1953,0
Kilo Middle School Part 2,qgiq-jqkw,file,https://data.wa.gov/Health/Kilo-Middle-School-Part-2/qgiq-jqkw,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1954,0
Telephone Inquiries,wpm4-8ic8,chart,https://data.wa.gov/Consumer-Protection/Telephone-Inquiries/wpm4-8ic8,vz5p-qvth,02/12/2020 12:00:00 AM,vz5p-qvth,dataset,"Attorney General, Office of the (ATG)","Attorney General, Office of the (ATG)",Derivative,0,1,1955,0
Kilo Middle School Part 1,bm59-93tz,file,https://data.wa.gov/Health/Kilo-Middle-School-Part-1/bm59-93tz,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1956,0
Todd Beamer Part 1,bgqi-pt2d,file,https://data.wa.gov/Health/Todd-Beamer-Part-1/bgqi-pt2d,,02/12/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1957,0
Washington School Improvement Framework (WSIF) Stacked 2017 - 2019 Runs,kg5k-8pyt,dataset,https://data.wa.gov/Education/Washington-School-Improvement-Framework-WSIF-Stack/kg5k-8pyt,,02/13/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1958,0
Washington School Improvement Framework (WSIF) 2019 Run,qtus-455b,dataset,https://data.wa.gov/Education/Washington-School-Improvement-Framework-WSIF-2019-/qtus-455b,,02/14/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,1959,0
Sunrise Elementary (Enumclaw),3b2u-fmze,file,https://data.wa.gov/Health/Sunrise-Elementary-Enumclaw-/3b2u-fmze,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1960,0
Mary Purcell Elementary,7djz-m5rq,file,https://data.wa.gov/Health/Mary-Purcell-Elementary/7djz-m5rq,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1961,0
Chimacum Schools,qcz9-59th,file,https://data.wa.gov/Health/Chimacum-Schools/qcz9-59th,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1962,0
Klickitat Elementary and High School,nr23-pueq,file,https://data.wa.gov/Health/Klickitat-Elementary-and-High-School/nr23-pueq,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1963,0
Norman Center,f9az-gz83,file,https://data.wa.gov/Health/Norman-Center/f9az-gz83,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1964,0
William Wiley Elementary,586c-rwcc,file,https://data.wa.gov/Health/William-Wiley-Elementary/586c-rwcc,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1965,0
Totem ECEAP Center,2ezd-3e89,file,https://data.wa.gov/Health/Totem-ECEAP-Center/2ezd-3e89,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1966,0
Central Elementary Follow Up,pmkr-qpv2,file,https://data.wa.gov/Health/Central-Elementary-Follow-Up/pmkr-qpv2,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1967,0
White Bluffs Elementary,2tja-5324,file,https://data.wa.gov/Health/White-Bluffs-Elementary/2tja-5324,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1968,0
La Conner High School Follow Up,9tng-8ua4,file,https://data.wa.gov/Health/La-Conner-High-School-Follow-Up/9tng-8ua4,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1969,0
Chimacum Creek Primary School,8amh-23qw,file,https://data.wa.gov/Health/Chimacum-Creek-Primary-School/8amh-23qw,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1970,0
Black Diamond Elementary,nnqi-nktf,file,https://data.wa.gov/Health/Black-Diamond-Elementary/nnqi-nktf,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1971,0
Chimacum Creek Primary School Follow Up,6m7u-eg5z,file,https://data.wa.gov/Health/Chimacum-Creek-Primary-School-Follow-Up/6m7u-eg5z,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1972,0
La Conner Cooperative Preschool Follow Up,a4n5-c3ye,file,https://data.wa.gov/Health/La-Conner-Cooperative-Preschool-Follow-Up/a4n5-c3ye,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1973,0
Big Lake Elementary,gkhn-u4cx,file,https://data.wa.gov/Health/Big-Lake-Elementary/gkhn-u4cx,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1974,0
Eagleridge Elementary,c2fj-zern,file,https://data.wa.gov/Health/Eagleridge-Elementary/c2fj-zern,,02/19/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1975,0
Illahee Middle School,i2iv-m3ih,file,https://data.wa.gov/Health/Illahee-Middle-School/i2iv-m3ih,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1976,0
Meadows Elementary Follow Up,dwa9-i6e2,file,https://data.wa.gov/Health/Meadows-Elementary-Follow-Up/dwa9-i6e2,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1977,0
Meadows Elementary Flush,shmz-zeet,file,https://data.wa.gov/Health/Meadows-Elementary-Flush/shmz-zeet,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1978,0
Meadows Elementary Early Learning Center,q2xu-i7w2,file,https://data.wa.gov/Health/Meadows-Elementary-Early-Learning-Center/q2xu-i7w2,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1979,0
Federal Way Public Academy,jdw9-sbpn,file,https://data.wa.gov/Health/Federal-Way-Public-Academy/jdw9-sbpn,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1980,0
Seven Oaks,wmxz-94gf,file,https://data.wa.gov/Health/Seven-Oaks/wmxz-94gf,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1981,0
Meadows Elementary,dky2-4r3w,file,https://data.wa.gov/Health/Meadows-Elementary/dky2-4r3w,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1982,0
Taf@Saghalie,fvex-czys,file,https://data.wa.gov/Health/Taf-Saghalie/fvex-czys,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1983,0
Trout Lake School,h4fc-ar7e,file,https://data.wa.gov/Health/Trout-Lake-School/h4fc-ar7e,,02/27/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1984,0
Washington State Novel Coronavirus (COVID-19) Cases,vss8-8j5n,href,https://data.wa.gov/Health/Washington-State-Novel-Coronavirus-COVID-19-Cases/vss8-8j5n,,03/04/2020 12:00:00 AM,,,"Secretary of State, Office of the (SECSTATE)",,External,0,1,1985,0
DNR Website Notifications,2kd6-xe4x,dataset,https://data.wa.gov/Culture-and-Community/DNR-Website-Notifications/2kd6-xe4x,,03/06/2020 12:00:00 AM,,,"Natural Resources, Department of (DNR)",,Foundational,0,1,1986,0
Cascade Middle School,8jaj-rsgi,file,https://data.wa.gov/Health/Cascade-Middle-School/8jaj-rsgi,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1987,0
Southwood Elementary,4fgf-99ma,file,https://data.wa.gov/Health/Southwood-Elementary/4fgf-99ma,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1988,0
Chimacum Creek Primary Follow Up,4a8d-cyx3,file,https://data.wa.gov/Health/Chimacum-Creek-Primary-Follow-Up/4a8d-cyx3,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1989,0
Carmicheal Middle,62rc-rzqw,file,https://data.wa.gov/dataset/Carmicheal-Middle/62rc-rzqw,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1990,0
Jason Lee Elementary,phbc-2dnd,file,https://data.wa.gov/Health/Jason-Lee-Elementary/phbc-2dnd,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1991,0
Badger Mountain Elementary,re3k-kwzh,file,https://data.wa.gov/dataset/Badger-Mountain-Elementary/re3k-kwzh,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1992,0
Liberty High School,3neh-hjr7,file,https://data.wa.gov/Health/Liberty-High-School/3neh-hjr7,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1993,0
Manchester Elementary,mweu-84f8,file,https://data.wa.gov/Health/Manchester-Elementary/mweu-84f8,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1994,0
Early Learning Center,5vws-2iak,file,https://data.wa.gov/dataset/Early-Learning-Center/5vws-2iak,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1995,0
Reardan Elementary,pbit-285g,file,https://data.wa.gov/Health/Reardan-Elementary/pbit-285g,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1996,0
Chloe Clark Elementary,ijv4-psmc,file,https://data.wa.gov/dataset/Chloe-Clark-Elementary/ijv4-psmc,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1997,0
Chimacum Elementary School follow up testing,w34b-qixt,file,https://data.wa.gov/Health/Chimacum-Elementary-School-follow-up-testing/w34b-qixt,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1998,0
Riversedge High School,f4qv-xkzj,file,https://data.wa.gov/Health/Riversedge-High-School/f4qv-xkzj,,03/10/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,1999,0
WA State Funds Distributed for COVID-19 Outbreak Response,frmn-ucfw,href,https://data.wa.gov/Health/WA-State-Funds-Distributed-for-COVID-19-Outbreak-R/frmn-ucfw,,03/21/2020 12:00:00 AM,,,"Secretary of State, Office of the (SECSTATE)",,External,0,1,2000,0
Washington State Unemployment Insurance Claims & Benefits,w97i-wqxq,href,https://data.wa.gov/Employment/Washington-State-Unemployment-Insurance-Claims-Ben/w97i-wqxq,,03/26/2020 12:00:00 AM,,,"Secretary of State, Office of the (SECSTATE)",,External,0,1,2001,0
Lockwood Elementary,e8xj-r7kr,file,https://data.wa.gov/Health/Lockwood-Elementary/e8xj-r7kr,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2002,0
District Enrollment 2000-01,gv43-kd6t,dataset,https://data.wa.gov/Education/District-Enrollment-2000-01/gv43-kd6t,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2003,0
East Port Orchard Elementary School,qt9f-m8yj,file,https://data.wa.gov/Health/East-Port-Orchard-Elementary-School/qt9f-m8yj,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2004,0
Artz-Fox Elementary,77pc-gjiz,file,https://data.wa.gov/Health/Artz-Fox-Elementary/77pc-gjiz,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2005,0
Career Academy at Truman High School,h8w5-fyny,file,https://data.wa.gov/Health/Career-Academy-at-Truman-High-School/h8w5-fyny,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2006,0
South Colby Elementary School,tqqj-jzi2,file,https://data.wa.gov/Health/South-Colby-Elementary-School/tqqj-jzi2,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2007,0
Orchard Heights Elementary School,si6m-4eqc,file,https://data.wa.gov/Health/Orchard-Heights-Elementary-School/si6m-4eqc,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2008,0
Kenmore Elementary,khaa-rkzz,file,https://data.wa.gov/Health/Kenmore-Elementary/khaa-rkzz,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2009,0
Anderson Island Elementary,6krc-ep4u,file,https://data.wa.gov/Health/Anderson-Island-Elementary/6krc-ep4u,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2010,0
State Enrollment 1995-96,gdw2-xjei,file,https://data.wa.gov/Education/State-Enrollment-1995-96/gdw2-xjei,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2011,0
County Enrollment 1994-95,ps5g-8xwz,file,https://data.wa.gov/Education/County-Enrollment-1994-95/ps5g-8xwz,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2012,0
District Enrollment 1999-2000,izyc-t5hm,dataset,https://data.wa.gov/Education/District-Enrollment-1999-2000/izyc-t5hm,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Foundational,0,1,2013,0
District Enrollment 1995-96,ytxh-8dac,file,https://data.wa.gov/Education/District-Enrollment-1995-96/ytxh-8dac,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2014,0
Saltars Point Elementary,j8vq-w76s,file,https://data.wa.gov/Health/Saltars-Point-Elementary/j8vq-w76s,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2015,0
Mullenix Ridge Elementary School,gsfw-5nr2,file,https://data.wa.gov/Health/Mullenix-Ridge-Elementary-School/gsfw-5nr2,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2016,0
County Enrollment 1993-94,93dh-s58f,file,https://data.wa.gov/Education/County-Enrollment-1993-94/93dh-s58f,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2017,0
Pioneeer Middle School,frri-p8gf,file,https://data.wa.gov/Health/Pioneeer-Middle-School/frri-p8gf,,04/06/2020 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,2018,0
District Enrollment 1994-95,sfmv-76u4,file,https://data.wa.gov/Education/District-Enrollment-1994-95/sfmv-76u4,,04/06/2020 12:00:00 AM,,,"Public Instruction, Office of Superintendent of (OSPI)",,Derivative,0,1,2019,0
